id,text,dataset_name,category
91,Q:定金支付了之後，若有一方反悔不租，定金可以拿回來或要求賠償嗎？A:依據民法第249條規定：「契約因可歸責於付定金當事人的事由以致 不能履行時，定金不得請求返還；…」也就是說，當房客(付定金當 事人)無法履行承諾來承租房子時，是不可請求房東償還定金的。 「契約因可歸責於受定金當事人的事由，以致不能履行時，該當事 人應加倍返還其所受的定金；….」也就是說，當房東(受定金當事人 )無法履行承諾將房子出租給房客時，房客是可要求房東加倍賠償的。 「契約因不可歸責於雙方當事人的事由，致不能履行時，定金應返 還之。」也就是當碰到像是921大地震、颱風淹水等等，造成房子的 損傷，或是在看屋時未談到的細節，在付定後簽約時雙方在細節部 份無法溝通而致使任何一方不願承租時，另一方是不得扣下定金或 是要求加倍賠償的,常見問答集,金錢與費用相關
92,Q:租屋時最短租賃期間為何？A:住宅租賃之租賃期間至少要有30 日以上。,常見問答集,標的物與租期約定
93,Q:承租房屋後得否轉租給其他人？A: 原則：不得轉租。例外：須經房東同意房客才可以將房屋之全部或一部轉租給他人。,常見問答集,標的物與租期約定
94,Q:電費應如何收取？A:若無獨立電錶，而依每度金額計算電費時，「夏月」及「非夏月」之每度電費金額應分別詳列。若有獨立電錶，房東應按電費單所列金額收費。,常見問答集,金錢與費用相關
95,Q:電費上限為何？A:不論「夏月」或「非夏月」，房東均不得收取超過台灣電力股份有限公司所定當月用電量最高級距之每度金額。現行「夏月」(6/1~9/30)電價每度不得超過7.69元；「非夏月」電價每度不得超過6.03元(台電112/4/1調整後價格)。,常見問答集,金錢與費用相關
96,Q:房東可否禁止房客遷入戶籍？A:「住宅租賃定型化契約應記載及不得記載事項」已明訂，房東不得禁止房客遷入戶籍。房東若不願意配合者，房客可以檢附租賃契約書，請戶政事務所查明居住事實後，辦理遷入手續。,常見問答集,契約基本與雙方身分
97,Q:房東是否可以禁止房客申請租金補貼？A:申請租金補貼是房客的權利，「無須」事先取得房東同意。「住宅租賃定型化契約應記載及不得記載事項（修正草案）」已預訂，房東不得禁止房客申請租屋補助。,常見問答集,金錢與費用相關
98,Q:房東可否禁止房客申報租賃費用支出？A:個人有所得就應該要繳納所得稅，房東不得逃漏所得稅。「住宅租賃定型化契約應記載及不得記載事項」規定，房東不得禁止房客於申報所得稅時申報租賃費用支出。,常見問答集,金錢與費用相關
99,Q:房東可否要求房客負擔房屋稅或地價稅？A:1. 民法規定，房東應負擔房屋的一切稅捐。 2. 「住宅租賃定型化契約應記載及不得記載事項」規定，房屋稅或地價稅 由房東負擔。 3. 所以房東不得在契約書內將其應負擔的房屋稅或地價稅轉嫁由房客負擔。,常見問答集,金錢與費用相關
100,Q:房東可提前終止租約之法定事由為何？須在多久前通知房客？A:【3個月前通知】- 為重建建築而必要收回。【30天前通知】1. 房客積欠租金或費用達2個月租金額。2. 房客擅改房屋用途。3. 未經同意轉租。4. 損壞房屋設備不修。5. 未經同意裝修。【不必提前通知】1. 違法使用房屋。2. 裝修損壞建築結構安全。,常見問答集,租約終止與返還
101,Q:房客可提前終止租約之法定事由為何？須在多久前通知房東？A:【30天前通知】1. 房屋有修繕之必要，房東遲未修繕。2. 非房客所造成之房屋滅失。3. 房客因為疾病、意外，而有長期療養之需要。4. 第三人就房屋主張權利。 【不必提前通知】- 房屋有危及房客（或其同住者）安全或健康之瑕疵。,常見問答集,租約終止與返還
102,Q:承租房屋後，若無法定事由，是否可以要求提前終止租約？A:【雙方約定可以提前終止】- 至少於1個月前通知對方。- 未通知時，需賠償最高1個月租金之違約金。【雙方約定不得提前終止】- 若仍需提前終止租約，雙方需協議違約金金額。,常見問答集,租約終止與返還
103,Q:和同學一起承租一間房子，學期未終，其中一個室友即表明不再願意 承租而搬走了，房東卻要求我們負擔全部的租金，這合理嗎？A:此時最好是先確認一下自己的契約書是如何簽定的，您是推派代表出來簽的呢？還是各別和房東簽的呢？ 若您是推派代表出來簽約，應特別註明，否則對房東來講，他面對 的只有簽約者（租約上之「承租人」），若照契約而行，收足全部租金，並無違法可言。 所以建議諸位房客，若大家一起合租整層的住家，不要怕麻煩，還是和房東分開簽約是較能保障自己的方法；而房東通常會覺得麻煩 ，一人一份契約書光是寫字就挺累人的，這時，您也可變通一下， 在一份契約書上分別註明各個承租房客的姓名、承租範圍、租金， 若能清楚的明訂各人的範圍，當室友提前解約離開時，房東也無權 要求房客需支付整戶全部的租金，而造成您的負擔了。,常見問答集,租約終止與返還
104,Q:房客在什樣的情況下，才能夠提前終止租約？A:僅房客得終止租約者： 1.供居住處所之租賃，租賃物有瑕疪危及安全健康時(民法424條) 2.出租人有修繕義務，經催告而仍不修繕時(民法430條) 3.租賃物一部滅失而存餘部份，不能達租賃之目的時(民法435條) 4.因第三人主張權利，致不能為使用、收益時(民法436條) 5.承租人死亡者，租賃契約雖定有期限，其繼承人仍得終止契約 ，但應依民法第452、450條第三項規定，先期通知。,常見問答集,租約終止與返還
105,Q:在租約期滿之前想提前搬離，房東卻要扣全部的押金，是合理的嗎？A:在租約期滿之前想提前搬離，即表示要違約了，契約上若有約定關 於提前終止租約賠償的條文時，就應照契約條文行使，但一般市售的契約賠償額度除了有沒收全部押金的條文外甚至還有的是寫下高 達五倍的賠償金額，所以房客簽約可說不可不慎。 若條文中寫下如此嚴苛的條件，又想要爭取少賠一些的話，就請諸 位將違約的房客，好好的和房東溝通一下吧，畢竟當時簽約的您也並未表示異議啊。 若您的契約條文並未訂下任何解約條款，這並不代表您可來去自如 喔，房東若不同意您提前搬走，是可以要求您履行完成契約(不住在 那裡，租金還是需要照付)的。,常見問答集,租約終止與返還
106,Q:那麼在訂約時，提前解約的賠償額度通常是多少才是合理的？A:建議雙方相當於以一個月租金之金額為準，應是較為合理的額度。 租約到期要搬走時，房東說等水電費單來算清以後，才會把押金退還，這是合理的嗎？ 租屋到期時有許多費用會是無法立即結清的，如：水電費、瓦斯費 、電話費、甚至是租賃期間所造成的損壞賠償等等，因此房東要求 保留部份的押金來做扣抵是合理的；不過，建議雙方儘量估算合理 的價格以做扣抵，餘款應先返還，屆時房東再以收據或單據來和房 客結算，才能避免一些紛爭。 房東要賣房子，要求我們即刻遷離，我可以不搬嗎？ 民法第425條「出租人於租賃物交付後，縱將其所有權讓與第三人， 其租賃契約，對於受讓人，仍繼續存在。前項規定，於未經公證之 不動產租賃契約，其期限逾五年或未定期限者，不適用之。」 此謂「買賣不破租賃」，即租賃關係對新屋主仍然存在，房客仍得 使用至租期屆滿。房東請您先行遷離，因是希望有個單純的環境較 能順利的將房子賣出。因此，您若是不願遷離，則可主張民法前揭 買賣不破租賃之規定，但亦提醒您如房東仍將房屋出售，請確定自 己的押金是否已順利移轉給新屋主，並向新屋主提示租約以明權利 義務。 若您也願意配合房東搬離，則可看看租約中針對提前解約事項的罰 則或和房東協商搬遷的相關事項。 房東不願和我簽訂契約僅用口頭方式約定租約，現在房子將被賣掉了 ，我能適用買賣不破租賃的方式嗎？ 民法第425條「出租人於租賃物交付後，縱將其所有權讓與第三人， 其租賃契約，對於受讓人，仍繼續存在。前項規定，於未經公證之 不動產租賃契約，其期限逾五年或未定期限者，不適用之。」先來 解釋何謂未定期租約：所謂未(不)定期租約有三種狀況 不動產租約期限逾一年，且未立字據者(民法422條) 租賃契約訂立之初，即未定有期限者。 租賃期限屆滿，承租人仍為租賃物之使用收益，而出租人不即表示反對之意思。(民法451條) 所以說和房東未訂立任何文字的契約，即代表為不定期租約， 對於未經公證的不定期租約，通常是無法適用於買賣不破租賃的保障。 費用（水、電、瓦斯）問題 水電瓦斯費的基本計算概念。 1度水 ＝ 1公噸 ＝ 1000公斤 ＝ 1000公升 ＝ 1立方公尺 ＝ 約2.3元 1度電 ＝ 1千瓦 / 小時，計算方式可參考： http://www.taipower.com.tw/index.aspx 瓦斯計算方式請參考 http://www.taipeigas.com.tw/ 簽約時並不知道要付管理費、清潔費，現在管理員來收費，這筆費用 該是由我們支付還是由房東支付？ 應與房東協商，否則如未載明於租約，房東為區分所有權人應依公 寓大廈管理條例及該社區規約，負有給付義務。建議訂約時，如承 租的是應繳管理費之大廈房屋，應先談清楚，並載明於租約。 前一個房客積欠了好幾個月的管理費未繳，最近管理員一直來催繳， 我一定要繳嗎？ 前房客積欠管理費，應負給付義務者是房東（如房東與前房客有約 定應由承租人負擔者，房東給付後，得再對前房客請求賠償），新 房客就前房客積欠之管理費並無繳納義務。 資料來源:崔媽媽基金會,常見問答集,租約終止與返還
107,Q:租約到期要搬走時，房東說等水電費單來算清以後，才會把押金退還，這是合理的嗎？A:租屋到期時有許多費用會是無法立即結清的，如：水電費、瓦斯費 、電話費、甚至是租賃期間所造成的損壞賠償等等，因此房東要求 保留部份的押金來做扣抵是合理的；不過，建議雙方儘量估算合理 的價格以做扣抵，餘款應先返還，屆時房東再以收據或單據來和房 客結算，才能避免一些紛爭。 房東要賣房子，要求我們即刻遷離，我可以不搬嗎？ 民法第425條「出租人於租賃物交付後，縱將其所有權讓與第三人， 其租賃契約，對於受讓人，仍繼續存在。前項規定，於未經公證之 不動產租賃契約，其期限逾五年或未定期限者，不適用之。」 此謂「買賣不破租賃」，即租賃關係對新屋主仍然存在，房客仍得 使用至租期屆滿。房東請您先行遷離，因是希望有個單純的環境較 能順利的將房子賣出。因此，您若是不願遷離，則可主張民法前揭 買賣不破租賃之規定，但亦提醒您如房東仍將房屋出售，請確定自 己的押金是否已順利移轉給新屋主，並向新屋主提示租約以明權利 義務。 若您也願意配合房東搬離，則可看看租約中針對提前解約事項的罰 則或和房東協商搬遷的相關事項。 房東不願和我簽訂契約僅用口頭方式約定租約，現在房子將被賣掉了 ，我能適用買賣不破租賃的方式嗎？ 民法第425條「出租人於租賃物交付後，縱將其所有權讓與第三人， 其租賃契約，對於受讓人，仍繼續存在。前項規定，於未經公證之 不動產租賃契約，其期限逾五年或未定期限者，不適用之。」先來 解釋何謂未定期租約：所謂未(不)定期租約有三種狀況 不動產租約期限逾一年，且未立字據者(民法422條) 租賃契約訂立之初，即未定有期限者。 租賃期限屆滿，承租人仍為租賃物之使用收益，而出租人不即表示反對之意思。(民法451條) 所以說和房東未訂立任何文字的契約，即代表為不定期租約， 對於未經公證的不定期租約，通常是無法適用於買賣不破租賃的保障。 費用（水、電、瓦斯）問題 水電瓦斯費的基本計算概念。 1度水 ＝ 1公噸 ＝ 1000公斤 ＝ 1000公升 ＝ 1立方公尺 ＝ 約2.3元 1度電 ＝ 1千瓦 / 小時，計算方式可參考： http://www.taipower.com.tw/index.aspx 瓦斯計算方式請參考 http://www.taipeigas.com.tw/ 簽約時並不知道要付管理費、清潔費，現在管理員來收費，這筆費用 該是由我們支付還是由房東支付？ 應與房東協商，否則如未載明於租約，房東為區分所有權人應依公 寓大廈管理條例及該社區規約，負有給付義務。建議訂約時，如承 租的是應繳管理費之大廈房屋，應先談清楚，並載明於租約。 前一個房客積欠了好幾個月的管理費未繳，最近管理員一直來催繳， 我一定要繳嗎？ 前房客積欠管理費，應負給付義務者是房東（如房東與前房客有約 定應由承租人負擔者，房東給付後，得再對前房客請求賠償），新 房客就前房客積欠之管理費並無繳納義務。 資料來源:崔媽媽基金會,常見問答集,租約終止與返還
108,Q:房東要賣房子，要求我們即刻遷離，我可以不搬嗎？A:民法第425條「出租人於租賃物交付後，縱將其所有權讓與第三人， 其租賃契約，對於受讓人，仍繼續存在。前項規定，於未經公證之 不動產租賃契約，其期限逾五年或未定期限者，不適用之。」 此謂「買賣不破租賃」，即租賃關係對新屋主仍然存在，房客仍得 使用至租期屆滿。房東請您先行遷離，因是希望有個單純的環境較 能順利的將房子賣出。因此，您若是不願遷離，則可主張民法前揭 買賣不破租賃之規定，但亦提醒您如房東仍將房屋出售，請確定自 己的押金是否已順利移轉給新屋主，並向新屋主提示租約以明權利 義務。 若您也願意配合房東搬離，則可看看租約中針對提前解約事項的罰 則或和房東協商搬遷的相關事項。 房東不願和我簽訂契約僅用口頭方式約定租約，現在房子將被賣掉了 ，我能適用買賣不破租賃的方式嗎？ 民法第425條「出租人於租賃物交付後，縱將其所有權讓與第三人， 其租賃契約，對於受讓人，仍繼續存在。前項規定，於未經公證之 不動產租賃契約，其期限逾五年或未定期限者，不適用之。」先來 解釋何謂未定期租約：所謂未(不)定期租約有三種狀況 不動產租約期限逾一年，且未立字據者(民法422條) 租賃契約訂立之初，即未定有期限者。 租賃期限屆滿，承租人仍為租賃物之使用收益，而出租人不即表示反對之意思。(民法451條) 所以說和房東未訂立任何文字的契約，即代表為不定期租約， 對於未經公證的不定期租約，通常是無法適用於買賣不破租賃的保障。,常見問答集,租約終止與返還
109,Q:房東不願和我簽訂契約僅用口頭方式約定租約，現在房子將被賣掉了 ，我能適用買賣不破租賃的方式嗎？A:民法第425條「出租人於租賃物交付後，縱將其所有權讓與第三人， 其租賃契約，對於受讓人，仍繼續存在。前項規定，於未經公證之 不動產租賃契約，其期限逾五年或未定期限者，不適用之。」先來 解釋何謂未定期租約：所謂未(不)定期租約有三種狀況 不動產租約期限逾一年，且未立字據者(民法422條) 租賃契約訂立之初，即未定有期限者。 租賃期限屆滿，承租人仍為租賃物之使用收益，而出租人不即表示反對之意思。(民法451條) 所以說和房東未訂立任何文字的契約，即代表為不定期租約， 對於未經公證的不定期租約，通常是無法適用於買賣不破租賃的保障。,常見問答集,租約終止與返還
110,Q:水電瓦斯費的基本計算概念。A:1度水 ＝ 1公噸 ＝ 1000公斤 ＝ 1000公升 ＝ 1立方公尺 ＝ 約2.3元 1度電 ＝ 1千瓦 / 小時，計算方式可參考： http://www.taipower.com.tw/index.aspx 瓦斯計算方式請參考 http://www.taipeigas.com.tw/ 簽約時並不知道要付管理費、清潔費，現在管理員來收費，這筆費用 該是由我們支付還是由房東支付？ 應與房東協商，否則如未載明於租約，房東為區分所有權人應依公 寓大廈管理條例及該社區規約，負有給付義務。建議訂約時，如承 租的是應繳管理費之大廈房屋，應先談清楚，並載明於租約。 前一個房客積欠了好幾個月的管理費未繳，最近管理員一直來催繳， 我一定要繳嗎？ 前房客積欠管理費，應負給付義務者是房東（如房東與前房客有約 定應由承租人負擔者，房東給付後，得再對前房客請求賠償），新 房客就前房客積欠之管理費並無繳納義務。 資料來源:崔媽媽基金會,常見問答集,金錢與費用相關
111,Q:簽約時並不知道要付管理費、清潔費，現在管理員來收費，這筆費用 該是由我們支付還是由房東支付？A:應與房東協商，否則如未載明於租約，房東為區分所有權人應依公 寓大廈管理條例及該社區規約，負有給付義務。建議訂約時，如承 租的是應繳管理費之大廈房屋，應先談清楚，並載明於租約。 前一個房客積欠了好幾個月的管理費未繳，最近管理員一直來催繳， 我一定要繳嗎？ 前房客積欠管理費，應負給付義務者是房東（如房東與前房客有約 定應由承租人負擔者，房東給付後，得再對前房客請求賠償），新 房客就前房客積欠之管理費並無繳納義務。 資料來源:崔媽媽基金會,常見問答集,金錢與費用相關
112,Q:前一個房客積欠了好幾個月的管理費未繳，最近管理員一直來催繳， 我一定要繳嗎？A:前房客積欠管理費，應負給付義務者是房東（如房東與前房客有約 定應由承租人負擔者，房東給付後，得再對前房客請求賠償），新 房客就前房客積欠之管理費並無繳納義務。 資料來源:崔媽媽基金會,常見問答集,金錢與費用相關
113,Q:新、舊版租賃契約書如何區別？A:新版住宅租賃契約書特徵為 : 封面名稱為「住宅租賃契約書」; 公告文號有印製內政部109年公告文號。,常見問答集,契約基本與雙方身分
114,Q:各種不同版本的契約書是否都同樣具有效力？A:一般來講契約書會有書店文具店版本、崔媽媽版本、各校編寫版本 、內政部版本或房東自行編寫版本等等，不管哪種版本的契約書， 只要雙方對於契約內容表示同意、無異議且已經簽名及蓋章後，這 份契約便已產生法律效力，雙方必需遵守履行。,常見問答集,契約基本與雙方身分
115,Q:如何選擇合適的契約書呢？A:其實契約書只要是不違反公序良俗及法律強制規定的事項，經過雙 方同意後，都可以成為契約。契約書版本何者為佳？應視個人需要 ，如房屋較新、附加設備多或租金價額高，可考慮用較詳細之契約 ，如內政部版本；反之，一般居住使用，應選擇條文較少的為佳， 一來簡單易懂，二來協商的空間大，例如崔媽媽版本。其次，凡是 契約中未約定的部份，在法律的處理程序都是引用『民法』的規定 ，而一般來講，『民法』中規定，兼顧雙方，亦有公平之考量，對 房客也有保障。,常見問答集,契約基本與雙方身分
116,Q:房東要求我去法院公證….『公證』？什麼是公證？為什麼要去公證？A:司法機關對於特定法律的關係或法律事實，證明其存在者，稱為公 證。而租約至法院公證，就是以法院當第三人作證契約之行為。公 證租約最重要的目的，是在保障當事人於他方不履行租約時，可直 接向法院民事執行處聲請強制執行，而不需要曠日廢時的打官司。,常見問答集,契約基本與雙方身分
117,Q:未成年人所簽的契約有效力嗎？需要第三保證人嗎？A:民法第12條：滿20歲為成年。因此未滿二十歲之未成年人，訂約時 最好得到父母、法定代理人或監護人的同意，簽約時由父母擔任連帶保證人，較能讓房東安心租給未成年的學生。但若有事實足以認定，租屋是該未成年人日常生活所必需(例如求學中的學生)，依民法第77條但書規定，即使未得到父母同意，租約仍是有效。,常見問答集,契約基本與雙方身分
118,Q:租屋一定要簽契約嗎？A:其實，大部份的契約只需口頭約定就能成立，不一定要簽約才算數 ，但應特別注意的是，民法第422條規定：「不動產之租賃契約，其 期限逾1年者，應以字據（書面）訂立之，未以字據訂立者，視為不 定期租賃。」不過，因租賃期間常會涉及一些相關事項(如提前解約 、修繕問題….等等)，若無訂定書面契約，常會造成雙方對權利與義 務的認知上有很大的爭議，且舉證不易。所以呢，白紙黑字寫清楚 彼此的權利義務，以避免發生糾紛時，雙方在無憑無據之下各說各 話，讓外人更難釐清事實的真相。,常見問答集,契約基本與雙方身分
119,Q:和房東僅簽了一份契約書，並由房東收走了，這樣對我們有什麼影響 ？A:簽定契約最好雙方能各收執一份，以免在發生糾紛時，房客不但無法再重新審視契約的條約，也不能正確的依所訂定的內容與房東做協商，對房客來說是非常沒有安全感。 另外，在簽訂契約時，對所增刪的條文應有雙方的簽章。若原本所簽契約並無做以上處理，就要擔心房東是否會擅自塗改契約內容， 而造成房客權益的損失。 有時，房東也會擔心房客會拿契約去報租賃所得稅，因此就會主動” 沒收”其中一份，讓房客無法憑藉契約來申報扣抵，或房東日後有私 自調漲租金，或隨意終止租約趕人之打算，惟應避免，以杜爭議。,常見問答集,契約基本與雙方身分
120,Q:該如何確認簽約的對方的確有權利將房屋出租呢？A:在簽約時可以進行房東的驗證，所驗證的證件有：屋主的身分證、 建物權狀或房屋稅單。不過我們常碰到的是先生會代太太處理、女兒代父親處理、朋友委託處理等等，這並不表示這些人就無法與您簽約，而是當您發現簽約者非屋主時，除了問清關係並確認屋主知道此事外，也可要求房東請真正屋主來簽約或是請房東出示委託書等等，以避免發生遇到詐騙出租的狀況。 當然，您也可以利用出租的門牌號碼，至地政機構申請土地建物謄本，其中不但可確認屋主，還可查詢所租的地點，目前是否被有查封（包括查封時間、受理法院及案號等）、設定抵押的記錄， 以便讓自己能安心的承租。,常見問答集,契約基本與雙方身分
121,Q:簽約時，房東要求留存我們的身分證影本，我可以拒絕嗎？若留下會有危險嗎？A:房東會要求留存身分證影本，應是擔心在租賃期間發生任何狀況， 會有找不到房客又無任何證明方式的困擾，同理而言，不論是房東對房客或是房客對房東應也是可以做相同的要求。但是證件留存在他人手中，畢竟會有些顧慮，若擔心證件遭人冒用 ，可在影本上註明『僅供租屋使用』的字樣。,常見問答集,契約基本與雙方身分
122,Q:跟二房東簽約要注意什麼？A:向二房東承租時，一定要請二房東出示與大房東簽的租賃契約，並注意該約的租賃期限是否已經過期，以免貿然繳付押租金後，二房東遷走卻無法追還；另要留意的是契約中是否有明訂不得將房屋分租或轉租的規定，若有此規定二房東便無權將房屋再行分租給第三 人。 由於二房客的租賃權益關係僅及二房東，若大房東依其與二房東之相約，要求二房客遷離或繳交押租金等，易生糾紛。建議儘量避免 ，如欲分租房屋中之一間，建議二房客直接與大房東簽約（當然大房東與二房東之租約，例如租賃範圍、租金應另訂新約或於原來契約中修正調整之。）免生糾紛。,常見問答集,契約基本與雙方身分
123,案例：消費者向房東承租房屋，看屋後確認租期及租金，並支付1個月租金和2個月押金(共2.1萬元)後旋即入住，入住後發現房屋有嚴重滲漏水，於居住第5天決定退租，並告知房東提前終止租約，同時與房東協議退還押金與未到期之租金，並經房東同意退還，惟房東遲未退還，且無法取得聯繫，遂生爭議。解決：經本局邀請雙方到場協商成立，雙方協議解約，並由房東退回押金及未到期之租金(共1.5萬元)予承租人，圓滿解決爭議。,糾紛案例,金錢與費用相關
124,"案例：消費者承租的房屋發生漏水，消費者請出租人修繕並要求出租人尋找專業修繕漏水公司處理，出租人請漏水師傅進行抓漏以進行後續修繕事宜，因消費者與出租人對於抓漏師傅之專業性意見不一致，致生爭議。解決：案經依消費者保護法第43條規定，函請出租人於15日內妥適處理，出租人向消費者提出解除租約以解決此爭議，惟對於解約金意見不一致，遂由臺北市政府地政局召開協商會，協議出租人就近3個月之租金，前2個月租金以5折計算，剩下1個月不收取租金方式作為解約金(共計36,000元)，承租人應於約定時間搬離並完成戶籍遷出及清空個人物品，承租人原已支付之(不收租金月份之部分租金)新臺幣8,127元，以及押金(2個月租金)新臺幣36,000元，扣除未繳納之水電瓦斯費用，於完成搬離時一併退還承租人，但租賃標的內物品、家具及器具等於返還房屋驗收時，查有可歸責於承租人之損壞時，仍優先以押金扣抵之，雙方達成和解。",糾紛案例,使用限制與修繕維護
125,案例：消費者透過包租業者租賃房屋並簽定租賃契約，入住後屋內因雨造成嚴重漏水及財物損失，遂主張業者應賠償財物損失及減免租金遭拒，衍生糾紛。解決：案經函請包租業者依消費者保護法第43條規定於15日內妥處，並經地政局多次調解，業者同意減免1個月租金及全額賠償消費者因雨損失之財物，雙方達成和解，消弭糾紛。,糾紛案例,使用限制與修繕維護
126,案例：消費者向房東租屋，租約期滿退租點交時，房東表示屋內木地板有受損，只退回部分押金，經消費者自行詢問修繕業者報價希望房東退還更多押金遭拒，遂生爭議。解決：案經依消費者保護法第43條規定，函請房東於15日內妥適處理，經雙方協調後，保留修繕費價金額度後，解決爭議。,糾紛案例,金錢與費用相關
127,案例：消費者向房東租屋，租約期滿退租後，房東以未結清水電費、屋況有髒汙需負擔修繕費用等理由拒絕退還押金，遂生爭議。解決：案經依消費者保護法第43條規定，函請房東妥適處理，經雙方透過法院簡易調解庭達成協議，房東扣除應繳水電費用後退還，消弭糾紛。,糾紛案例,金錢與費用相關
128,"案例：消費者向房東租屋，租約期滿時要求返還押金事宜，但房東頻列諸多理由，要求其他不合理之費用，拒退押金，遂生爭議。解決：案經依消費者保護法第43條規定，函請房東妥適處理，雙方已達成協議，房東扣除應繳費用後退還1,034元。",糾紛案例,金錢與費用相關
129,案例：消費者透過包租業者租賃房屋，簽立租賃契約時，業者表示可申請租金補貼，嗣後因房屋登記非住家使用不符合租金補貼條件，致消費者無法申領租金補貼，認其權益受損，衍生糾紛。解決：案經函請包租業者依消費者保護法第43條規定於15日內妥處，並經地政局協調達成協議，業者同意自消費者租屋起始日至到期日，為期1年時間，每月減免部分租金作為賠償，雙方和解，消弭糾紛。,糾紛案例,金錢與費用相關
130,案例：消費者向房東承租房屋，嗣後申請租金補貼時，發現所簽訂之租賃契約之租賃地址有誤，致無法申請補貼，請求房東修正租賃契約內容遭拒，衍生糾紛。解決：案經函請房東依消費者保護法第43條規定於15日內妥處，並經地政局協調達成協議，房東同意修正房屋租賃契約之租屋地址，並調降每月租金至租期結束作為租金補貼之補償，消弭糾紛。,糾紛案例,金錢與費用相關
131,案例：消費者向房東承租房屋，簽約時房東告知早上會有光照，屋內不至昏暗不明，嗣後白天再次查看屋況，發現屋內幾乎沒有光照，請求解除租約遭拒，遂生爭議。解決：案經依消費者保護法第43條規定，函請房東妥適處理，嗣經雙方協調達成協議，房東同意無條件解約，圓滿解決爭議。,糾紛案例,使用限制與修繕維護
132,案例：消費者向包租業者租屋，租約期滿後，要求業者負擔其於租約期間自行修繕馬桶及加裝監視器費用遭拒，而衍生消費爭議。解決：案經函請包租業者依消費者保護法第43條規定於15日內妥處，經協調後業者同意全額支付馬桶修繕費及安裝監視器費用，消弭爭議。,糾紛案例,使用限制與修繕維護
133,案例：消費者向房東承租房屋並簽定租賃契約，承租後發生陽台漏水、鄰居騷擾等情事，請房東立即處理遭拒，衍生糾紛。解決：案經函請房東依消費者保護法第43條規定於15日內妥處，經地政局多次協調，房東同意支付消費者修繕漏水之全額費用及改善鄰居騷擾問題，雙方達成和解，消弭糾紛。,糾紛案例,使用限制與修繕維護
134,案例：消費者向房東承租房屋，已給付2千元押金，並於簽約時同意加註未住滿1年需扣1個月押金，然消費者入住後發現租屋環境不潔，鼠滿為患，未住滿1年即請求解約並退還押金遭拒，遂主張房東應賠償租賃期間所自行支付之清潔費用980元及其他損失1萬餘元，共計2萬元。解決：案經依消費者保護法第43條規定，函請房東於15日內妥適處理，並由地政局多次電話與房東溝通聯繫後，房東願意退還租賃期間所支付之清潔費計980元予消費者，圓滿解決爭議。,糾紛案例,租約終止與返還
135,案例：消費者向房東承租雅房並支付押金4500元，主張承租未滿1個月，房東已多次打擾，且其他租客吵鬧，環境不佳，遂請求終止租約並退還押金遭拒，致生爭議。解決：依消費者保護法第43條規定，函請房東於15日內妥適處理，經地政局多次電話溝通聯繫後，房東同意退租及退還押金4千500元，圓滿解決爭議。,糾紛案例,租約終止與返還
136,"案例：消費者向房東承租房屋，租約計6個月，並簽訂租賃契約書和生活公約及支付押金2個月計2萬1,600元，且約定不得提前終止租約及不得有男性友人訪視，然消費者於租賃期間發現其他房客違反公約規定，攜帶男性友人入住，遂欲提前終止契約，房東爰主張依契約規定，提前解約須沒入所繳押金，且點交時發現電視損壞、環境不潔等現象，遂要求消費者須再給付修繕費及清潔費計7,256元，共計2萬8,856元整，消費者認為歸責於房東之因素，不應沒入押金，遂生爭議。解決：案經依消費者保護法第43條規定，函請房東於15日內妥適處理，並由地政局多次電話與消費者及房東溝通協調後，雙方達成協議，房東同意退還押金1個月計1萬800元予消費者，並同意其他賠償金額降為1,756元，結算後房東退還9千餘元予消費者，圓滿解決爭議。",糾紛案例,租約終止與返還
137,"案例：消費者向房東承租房屋，主張入住後該屋油漆氣味造成身體不適，要求終止租賃契約並退還全額押金2萬7,000元及半個月租金6,750元，惟房東認為違約應沒收押金，遂生爭議。解決：案經依消費者保護法第43條規定，函請房東於15日內妥適處理，並由地政局多次電話與消費者及房東溝通聯繫後，消費者與房東簽訂終止房屋租賃協議書，房東退還全額押金2萬7,000元，圓滿解決爭議。",糾紛案例,租約終止與返還
138,"案例：消費者向房東租屋，欲遷入戶籍遭拒，且房東要求提前解約，要求消費者於111年5月底前搬離，因租賃期間至111年10月31日才期滿，消費者遂主張需退還2個月押金，惟房東僅願退還1個月押金，遂生爭議。解決：案經依消費者保護法第43條規定，函請房東於15日內妥適處理，經由地政局協調後，雙方達成協議，消費者5月底前搬離，房東退還2個月押金計1萬5,600元予消費者。",糾紛案例,租約終止與返還
139,案例：消費者向房東承租房屋，主張租約期間浴室漏水，房東遲未修繕完成，要求提前終止租約遭拒，衍生消費爭議。解決：案經依消費者保護法第43條規定，函請房東於15日內妥適處理，經地政局協調後，雙方達成和解解除契約，房東同意先前修繕期間租金以半價計算及不收取當月份租金，另押金部分則扣除水電費後返還，解決爭議。,糾紛案例,租約終止與返還
140,案例：消費者透過仲介公司承租房屋，看屋後即要求消費者支付4千元定金，消費者與家人討論2天後，向業者表示不欲簽訂租約，請求退還定金，但仲介公司相應不理，遂生爭議。解決：案經依消費者保護法第43條規定，函請仲介公司於15日內妥適處理，臺北市政府地政局於此期間內亦多次詢問仲介公司處理進度，並邀集雙方召開協商會，協調結果仲介公司同意全數退還消費者已支付定金新臺幣4千元整，雙方達成和解。,糾紛案例,金錢與費用相關
